ID,ROW_ID,SALES_ORGANIZATION,SIM_ROUND,SIM_STEP,SIM_DATE,SIM_CALENDAR_DATE,SIM_PERIOD,SIM_ELAPSED_STEPS,SALES_ORDER_NUMBER,LINE_ITEM,STORAGE_LOCATION,REGION,AREA,CITY,COUNTRY,POSTAL_CODE,CUSTOMER_NUMBER,DISTRIBUTION_CHANNEL,MATERIAL_NUMBER,MATERIAL_DESCRIPTION,MATERIAL_TYPE,MATERIAL_CODE,MATERIAL_SIZE,MATERIAL_LABEL,QUANTITY,QUANTITY_DELIVERED,UNIT,NET_PRICE,NET_VALUE,COST,CURRENCY,CONTRIBUTION_MARGIN,CONTRIBUTION_MARGIN_PCT
.1~123,123,AA,01,04,01/04,/Date(1704326400000)/,1,4,27,4,02,Baden-Wurttemberg,South,GUNDELFINGEN,Germany,79194,80114,12,AA-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,534,534,ST,3.79,2023.86,421.86,EUR,1602.00000,0.79
.1~122,122,AA,01,04,01/04,/Date(1704326400000)/,1,4,30,4,02,Bavaria,South,MÜNCHEN,Germany,80939,80124,12,AA-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,565,565,ST,3.79,2141.35,446.35,EUR,1695.00000,0.79
.1~121,121,AA,01,04,01/04,/Date(1704326400000)/,1,4,30,2,02,Bavaria,South,MÜNCHEN,Germany,80939,80124,12,AA-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,614,614,ST,3.79,2327.06,485.06,EUR,1842.00000,0.79
.1~120,120,AA,01,04,01/04,/Date(1704326400000)/,1,4,34,4,02,Nrth Rhine Westfalia,West,MÜNSTER,Germany,48159,80158,12,AA-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,609,609,ST,3.79,2308.11,481.11,EUR,1827.00000,0.79
.1~88,88,AA,01,03,01/03,/Date(1704240000000)/,1,3,18,2,02,Hamburg,North,HAMBURG,Germany,22765,80135,12,AA-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,489,489,ST,3.79,1853.31,386.31,EUR,1467.00000,0.79
.1~54,54,AA,01,02,01/02,/Date(1704153600000)/,1,2,15,3,02,Nrth Rhine Westfalia,West,DORTMUND,Germany,44339,80150,12,AA-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,631,631,ST,3.79,2391.49,498.49,EUR,1893.00000,0.79
.1~53,53,AA,01,02,01/02,/Date(1704153600000)/,1,2,15,4,02,Nrth Rhine Westfalia,West,DORTMUND,Germany,44339,80150,12,AA-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,503,503,ST,3.79,1906.37,397.37,EUR,1509.00000,0.79
.1~52,52,AA,01,02,01/02,/Date(1704153600000)/,1,2,9,4,02,Baden-Wurttemberg,South,KORNTAL,Germany,70825,80116,12,AA-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,603,603,ST,3.79,2285.37,476.37,EUR,1809.00000,0.79
.1~19,19,AA,01,01,01/01,/Date(1704067200000)/,1,1,3,3,02,Hessen,South,FULDA,Germany,36037,80137,12,AA-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,545,545,ST,3.79,2065.55,430.55,EUR,1635.00000,0.79
.1~14,14,AA,01,01,01/01,/Date(1704067200000)/,1,1,1,4,02,Hessen,South,WIESBADEN,Germany,65183,80140,12,AA-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,491,491,ST,4.23,2076.93,603.93,EUR,1473.00000,0.71
.1~2093,2093,ZZ,04,08,04/08,/Date(1709856000000)/,14,68,609,1,02,Bavaria,South,MÜNCHEN,Germany,81245,80123,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,309,309,ST,7.00,2163.00,380.07,EUR,1782.93000,0.82
.1~2092,2092,ZZ,04,08,04/08,/Date(1709856000000)/,14,68,610,1,02,Lower Saxony,North,OLDENBURG,Germany,26129,80144,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,15,15,ST,7.00,105.00,18.45,EUR,86.55000,0.82
.1~2088,2088,ZZ,04,07,04/07,/Date(1709769600000)/,14,67,603,1,02,Bavaria,South,MÜNCHEN,Germany,80939,80124,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,335,335,ST,7.00,2345.00,412.05,EUR,1932.95000,0.82
.1~2087,2087,ZZ,04,07,04/07,/Date(1709769600000)/,14,67,604,1,02,Baden-Wurttemberg,South,ESSLINGEN,Germany,73730,80112,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,263,263,ST,7.00,1841.00,323.49,EUR,1517.51000,0.82
.1~2086,2086,ZZ,04,07,04/07,/Date(1709769600000)/,14,67,605,1,02,Hessen,South,FULDA,Germany,36037,80137,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,269,269,ST,7.00,1883.00,330.87,EUR,1552.13000,0.82
.1~2085,2085,ZZ,04,07,04/07,/Date(1709769600000)/,14,67,606,1,02,Lower Saxony,North,OLDENBURG,Germany,26121,80145,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,310,310,ST,7.00,2170.00,381.30,EUR,1788.70000,0.82
.1~2084,2084,ZZ,04,07,04/07,/Date(1709769600000)/,14,67,607,1,02,Schleswig-Holstein,North,KIEL,Germany,24113,80168,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,263,263,ST,7.00,1841.00,323.49,EUR,1517.51000,0.82
.1~2083,2083,ZZ,04,07,04/07,/Date(1709769600000)/,14,67,608,1,02,Nrth Rhine Westfalia,West,WÜRSELEN,Germany,52146,80162,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,340,340,ST,7.00,2380.00,418.20,EUR,1961.80000,0.82
.1~2081,2081,ZZ,04,06,04/06,/Date(1709683200000)/,14,66,598,1,02,Bavaria,South,AUGSBURG,Germany,86156,80119,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,279,279,ST,7.00,1953.00,343.17,EUR,1609.83000,0.82
.1~2080,2080,ZZ,04,06,04/06,/Date(1709683200000)/,14,66,598,2,02,Bavaria,South,AUGSBURG,Germany,86156,80119,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,328,328,ST,7.00,2296.00,403.44,EUR,1892.56000,0.82
.1~2079,2079,ZZ,04,06,04/06,/Date(1709683200000)/,14,66,600,1,02,Saxony,North,CHEMNITZ,Germany,09111,80165,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,302,302,ST,7.00,2114.00,371.46,EUR,1742.54000,0.82
.1~2078,2078,ZZ,04,06,04/06,/Date(1709683200000)/,14,66,601,1,02,Rhineland Palatinate,West,TRIER,Germany,54290,80164,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,276,276,ST,7.00,1932.00,339.48,EUR,1592.52000,0.82
.1~2070,2070,ZZ,04,05,04/05,/Date(1709596800000)/,13,65,597,1,02,Nrth Rhine Westfalia,West,DÜSSELDORF,Germany,40212,80151,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,300,300,ST,7.00,2100.00,369.00,EUR,1731.00000,0.82
.1~2069,2069,ZZ,04,05,04/05,/Date(1709596800000)/,13,65,595,3,02,Nrth Rhine Westfalia,West,MÜNSTER,Germany,48159,80158,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,321,321,ST,7.00,2247.00,394.83,EUR,1852.17000,0.82
.1~2068,2068,ZZ,04,05,04/05,/Date(1709596800000)/,13,65,595,1,02,Nrth Rhine Westfalia,West,MÜNSTER,Germany,48159,80158,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,339,339,ST,7.00,2373.00,416.97,EUR,1956.03000,0.82
.1~2067,2067,ZZ,04,05,04/05,/Date(1709596800000)/,13,65,594,1,02,Bremen,North,BREMEN,Germany,28259,80133,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,281,281,ST,7.00,1967.00,345.63,EUR,1621.37000,0.82
.1~2066,2066,ZZ,04,05,04/05,/Date(1709596800000)/,13,65,593,1,02,Bavaria,South,MÜNCHEN,Germany,80939,80124,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,292,292,ST,7.00,2044.00,359.16,EUR,1684.84000,0.82
.1~2039,2039,ZZ,04,04,04/04,/Date(1709510400000)/,13,64,588,2,02,Lower Saxony,North,WOLFSBURG,Germany,38444,80147,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,260,260,ST,7.00,1820.00,319.80,EUR,1500.20000,0.82
.1~2038,2038,ZZ,04,04,04/04,/Date(1709510400000)/,13,64,588,3,02,Lower Saxony,North,WOLFSBURG,Germany,38444,80147,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,315,315,ST,7.00,2205.00,387.45,EUR,1817.55000,0.82
.1~2037,2037,ZZ,04,04,04/04,/Date(1709510400000)/,13,64,590,4,02,Nrth Rhine Westfalia,West,MÜNSTER,Germany,48159,80158,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,259,259,ST,7.00,1813.00,318.57,EUR,1494.43000,0.82
.1~2036,2036,ZZ,04,04,04/04,/Date(1709510400000)/,13,64,590,3,02,Nrth Rhine Westfalia,West,MÜNSTER,Germany,48159,80158,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,312,312,ST,7.00,2184.00,383.76,EUR,1800.24000,0.82
.1~2035,2035,ZZ,04,04,04/04,/Date(1709510400000)/,13,64,591,2,02,Rhineland Palatinate,West,BAD KREUZNACH,Germany,55543,80163,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,285,285,ST,7.00,1995.00,350.55,EUR,1644.45000,0.82
.1~2034,2034,ZZ,04,04,04/04,/Date(1709510400000)/,13,64,583,3,02,Baden-Wurttemberg,South,GUNDELFINGEN,Germany,79194,80114,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,308,308,ST,7.00,2156.00,378.84,EUR,1777.16000,0.82
.1~2033,2033,ZZ,04,04,04/04,/Date(1709510400000)/,13,64,584,2,02,Bavaria,South,NÜRNBERG,Germany,90451,80125,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,272,272,ST,7.00,1904.00,334.56,EUR,1569.44000,0.82
.1~2032,2032,ZZ,04,04,04/04,/Date(1709510400000)/,13,64,587,3,02,Lower Saxony,North,UELZEN,Germany,29525,80146,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,289,289,ST,7.00,2023.00,355.47,EUR,1667.53000,0.82
.1~2003,2003,ZZ,04,03,04/03,/Date(1709424000000)/,13,63,579,2,02,Schleswig-Holstein,North,NEUMÜNSTER,Germany,24537,80169,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,326,326,ST,7.00,2282.00,400.98,EUR,1881.02000,0.82
.1~2002,2002,ZZ,04,03,04/03,/Date(1709424000000)/,13,63,582,1,02,Nrth Rhine Westfalia,West,BAD OEYNHAUSEN,Germany,32547,80148,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,296,296,ST,7.00,2072.00,364.08,EUR,1707.92000,0.82
.1~2001,2001,ZZ,04,03,04/03,/Date(1709424000000)/,13,63,574,1,02,Bavaria,South,NÜRNBERG,Germany,90451,80125,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,302,302,ST,7.00,2114.00,371.46,EUR,1742.54000,0.82
.1~2000,2000,ZZ,04,03,04/03,/Date(1709424000000)/,13,63,576,1,02,Hessen,South,MAGDEBURG,Germany,39128,80138,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,323,323,ST,7.00,2261.00,397.29,EUR,1863.71000,0.82
.1~1975,1975,ZZ,04,02,04/02,/Date(1709337600000)/,13,62,573,2,02,Nrth Rhine Westfalia,West,KREFELD,Germany,47798,80157,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,304,304,ST,7.00,2128.00,373.92,EUR,1754.08000,0.82
.1~1974,1974,ZZ,04,02,04/02,/Date(1709337600000)/,13,62,566,2,02,Hessen,South,MARBURG,Germany,35037,80139,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,342,342,ST,7.00,2394.00,420.66,EUR,1973.34000,0.82
.1~1949,1949,ZZ,04,01,04/01,/Date(1709251200000)/,13,61,563,1,02,Nrth Rhine Westfalia,West,HERFORD,Germany,32052,80155,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,326,326,ST,7.00,2282.00,400.98,EUR,1881.02000,0.82
.1~1948,1948,ZZ,04,01,04/01,/Date(1709251200000)/,13,61,560,2,02,Hamburg,North,BUXTEHUDE,Germany,21614,80134,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,323,323,ST,7.00,2261.00,397.29,EUR,1863.71000,0.82
.1~1947,1947,ZZ,04,01,04/01,/Date(1709251200000)/,13,61,561,2,02,Lower Saxony,North,NIENBURG,Germany,31582,80143,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,263,263,ST,7.00,1841.00,323.49,EUR,1517.51000,0.82
.1~1925,1925,ZZ,03,20,03/20,/Date(1709164800000)/,12,60,555,3,02,Rhineland Palatinate,West,BAD KREUZNACH,Germany,55543,80163,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,341,341,ST,7.00,2387.00,419.43,EUR,1967.57000,0.82
.1~1924,1924,ZZ,03,20,03/20,/Date(1709164800000)/,12,60,552,3,02,Hamburg,North,HAMBURG,Germany,22765,80135,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,331,331,ST,7.00,2317.00,407.13,EUR,1909.87000,0.82
.1~1923,1923,ZZ,03,20,03/20,/Date(1709164800000)/,12,60,552,4,02,Hamburg,North,HAMBURG,Germany,22765,80135,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,276,276,ST,7.00,1932.00,339.48,EUR,1592.52000,0.82
.1~1922,1922,ZZ,03,20,03/20,/Date(1709164800000)/,12,60,551,3,02,Bavaria,South,WÜRZBURG,Germany,97070,80128,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,307,307,ST,7.00,2149.00,377.61,EUR,1771.39000,0.82
.1~1921,1921,ZZ,03,20,03/20,/Date(1709164800000)/,12,60,551,2,02,Bavaria,South,WÜRZBURG,Germany,97070,80128,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,318,318,ST,7.00,2226.00,391.14,EUR,1834.86000,0.82
.1~1920,1920,ZZ,03,20,03/20,/Date(1709164800000)/,12,60,556,3,02,Nrth Rhine Westfalia,West,BAD OEYNHAUSEN,Germany,32547,80148,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,303,303,ST,7.00,2121.00,372.69,EUR,1748.31000,0.82
.1~1919,1919,ZZ,03,20,03/20,/Date(1709164800000)/,12,60,556,2,02,Nrth Rhine Westfalia,West,BAD OEYNHAUSEN,Germany,32547,80148,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,307,307,ST,7.00,2149.00,377.61,EUR,1771.39000,0.82
.1~1918,1918,ZZ,03,20,03/20,/Date(1709164800000)/,12,60,555,4,02,Rhineland Palatinate,West,BAD KREUZNACH,Germany,55543,80163,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,316,316,ST,7.00,2212.00,388.68,EUR,1823.32000,0.82
.1~1893,1893,ZZ,03,19,03/19,/Date(1709078400000)/,12,59,544,2,02,Berlin,North,BERLIN,Germany,13349,80129,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,303,303,ST,7.00,2121.00,372.69,EUR,1748.31000,0.82
.1~1892,1892,ZZ,03,19,03/19,/Date(1709078400000)/,12,59,545,4,02,Bremen,North,BREMEN,Germany,28259,80133,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,328,328,ST,7.00,2296.00,403.44,EUR,1892.56000,0.82
.1~1891,1891,ZZ,03,19,03/19,/Date(1709078400000)/,12,59,546,2,02,Nrth Rhine Westfalia,West,DÜSSELDORF,Germany,40212,80151,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,331,331,ST,7.00,2317.00,407.13,EUR,1909.87000,0.82
.1~1890,1890,ZZ,03,19,03/19,/Date(1709078400000)/,12,59,547,2,02,Nrth Rhine Westfalia,West,PADERBORN,Germany,33100,80159,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,294,294,ST,7.00,2058.00,361.62,EUR,1696.38000,0.82
.1~1889,1889,ZZ,03,19,03/19,/Date(1709078400000)/,12,59,542,2,02,Baden-Wurttemberg,South,KARLSRUHE,Germany,76133,80115,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,264,264,ST,7.00,1848.00,324.72,EUR,1523.28000,0.82
.1~1888,1888,ZZ,03,19,03/19,/Date(1709078400000)/,12,59,548,1,02,Rhineland Palatinate,West,TRIER,Germany,54290,80164,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,277,277,ST,7.00,1939.00,340.71,EUR,1598.29000,0.82
.1~1887,1887,ZZ,03,19,03/19,/Date(1709078400000)/,12,59,542,1,02,Baden-Wurttemberg,South,KARLSRUHE,Germany,76133,80115,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,313,313,ST,7.00,2191.00,384.99,EUR,1806.01000,0.82
.1~1886,1886,ZZ,03,19,03/19,/Date(1709078400000)/,12,59,541,1,02,Hessen,South,WIESBADEN,Germany,65183,80140,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,316,316,ST,7.00,2212.00,388.68,EUR,1823.32000,0.82
.1~1864,1864,ZZ,03,18,03/18,/Date(1708992000000)/,12,58,535,2,02,Saxony,North,ZWICKAU,Germany,08058,80166,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,290,290,ST,7.00,2030.00,356.70,EUR,1673.30000,0.82
.1~1863,1863,ZZ,03,18,03/18,/Date(1708992000000)/,12,58,536,4,02,Saxony-Anhalt,North,GÜNTHERSDORF,Germany,06254,80167,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,316,316,ST,7.00,2212.00,388.68,EUR,1823.32000,0.82
.1~1862,1862,ZZ,03,18,03/18,/Date(1708992000000)/,12,58,537,1,02,Nrth Rhine Westfalia,West,BRÜHL,Germany,50321,80149,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,269,269,ST,7.00,1883.00,330.87,EUR,1552.13000,0.82
.1~1861,1861,ZZ,03,18,03/18,/Date(1708992000000)/,12,58,533,3,02,Hessen,South,FRANKFURT/MAIN,Germany,60386,80136,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,257,257,ST,7.00,1799.00,316.11,EUR,1482.89000,0.82
.1~1860,1860,ZZ,03,18,03/18,/Date(1708992000000)/,12,58,539,3,02,Nrth Rhine Westfalia,West,DÜSSELDORF,Germany,40213,80152,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,339,339,ST,7.00,2373.00,416.97,EUR,1956.03000,0.82
.1~1859,1859,ZZ,03,18,03/18,/Date(1708992000000)/,12,58,539,2,02,Nrth Rhine Westfalia,West,DÜSSELDORF,Germany,40213,80152,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,324,324,ST,7.00,2268.00,398.52,EUR,1869.48000,0.82
.1~1835,1835,ZZ,03,17,03/17,/Date(1708905600000)/,12,57,527,4,02,Lower Saxony,North,GÖTTINGEN,Germany,37073,80142,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,296,296,ST,7.00,2072.00,364.08,EUR,1707.92000,0.82
.1~1834,1834,ZZ,03,17,03/17,/Date(1708905600000)/,12,57,528,2,02,Nrth Rhine Westfalia,West,VELBERT,Germany,42551,80161,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,332,332,ST,7.00,2324.00,408.36,EUR,1915.64000,0.82
.1~1833,1833,ZZ,03,17,03/17,/Date(1708905600000)/,12,57,525,1,02,Mecklenburg-Vorpomm.,North,ROSTOCK,Germany,18184,80141,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,340,340,ST,7.00,2380.00,418.20,EUR,1961.80000,0.82
.1~1832,1832,ZZ,03,17,03/17,/Date(1708905600000)/,12,57,529,2,02,Nrth Rhine Westfalia,West,DÜSSELDORF,Germany,40213,80152,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,322,322,ST,7.00,2254.00,396.06,EUR,1857.94000,0.82
.1~1831,1831,ZZ,03,17,03/17,/Date(1708905600000)/,12,57,522,1,02,Bavaria,South,INGOLSTADT,Germany,85055,80120,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,282,282,ST,7.00,1974.00,346.86,EUR,1627.14000,0.82
.1~1830,1830,ZZ,03,17,03/17,/Date(1708905600000)/,12,57,524,3,02,Baden-Wurttemberg,South,STUTTGART,Germany,70173,80118,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,302,302,ST,7.00,2114.00,371.46,EUR,1742.54000,0.82
.1~1829,1829,ZZ,03,17,03/17,/Date(1708905600000)/,12,57,522,4,02,Bavaria,South,INGOLSTADT,Germany,85055,80120,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,304,304,ST,7.00,2128.00,373.92,EUR,1754.08000,0.82
.1~1802,1802,ZZ,03,16,03/16,/Date(1708819200000)/,12,56,516,1,02,Berlin,North,BERLIN,Germany,13349,80129,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,273,273,ST,7.00,1911.00,335.79,EUR,1575.21000,0.82
.1~1801,1801,ZZ,03,16,03/16,/Date(1708819200000)/,12,56,515,1,02,Baden-Wurttemberg,South,ALBSTADT,Germany,72458,80170,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,298,298,ST,7.00,2086.00,366.54,EUR,1719.46000,0.82
.1~1800,1800,ZZ,03,16,03/16,/Date(1708819200000)/,12,56,519,3,02,Nrth Rhine Westfalia,West,WÜRSELEN,Germany,52146,80162,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,266,266,ST,7.00,1862.00,327.18,EUR,1534.82000,0.82
.1~1799,1799,ZZ,03,16,03/16,/Date(1708819200000)/,12,56,514,3,02,Bavaria,South,REGENSBURG,Germany,93053,80127,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,321,321,ST,7.00,2247.00,394.83,EUR,1852.17000,0.82
.1~1772,1772,ZZ,03,15,03/15,/Date(1708732800000)/,11,55,504,1,02,Baden-Wurttemberg,South,ESSLINGEN,Germany,73730,80112,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,327,327,ST,7.00,2289.00,402.21,EUR,1886.79000,0.82
.1~1771,1771,ZZ,03,15,03/15,/Date(1708732800000)/,11,55,506,4,02,Baden-Wurttemberg,South,KORNTAL,Germany,70825,80116,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,261,261,ST,7.00,1827.00,321.03,EUR,1505.97000,0.82
.1~1770,1770,ZZ,03,15,03/15,/Date(1708732800000)/,11,55,507,1,02,Schleswig-Holstein,North,KIEL,Germany,24113,80168,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,277,277,ST,7.00,1939.00,340.71,EUR,1598.29000,0.82
.1~1769,1769,ZZ,03,15,03/15,/Date(1708732800000)/,11,55,508,1,02,Lower Saxony,North,OLDENBURG,Germany,26129,80144,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,332,332,ST,7.00,2324.00,408.36,EUR,1915.64000,0.82
.1~1744,1744,ZZ,03,14,03/14,/Date(1708646400000)/,11,54,499,2,02,Lower Saxony,North,OLDENBURG,Germany,26121,80145,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,300,300,ST,7.00,2100.00,369.00,EUR,1731.00000,0.82
.1~1743,1743,ZZ,03,14,03/14,/Date(1708646400000)/,11,54,502,1,02,Nrth Rhine Westfalia,West,DÜSSELDORF,Germany,40212,80151,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,266,266,ST,7.00,1862.00,327.18,EUR,1534.82000,0.82
.1~1742,1742,ZZ,03,14,03/14,/Date(1708646400000)/,11,54,503,2,02,Rhineland Palatinate,West,TRIER,Germany,54290,80164,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,323,323,ST,7.00,2261.00,397.29,EUR,1863.71000,0.82
.1~1741,1741,ZZ,03,14,03/14,/Date(1708646400000)/,11,54,495,3,02,Bavaria,South,INGOLSTADT,Germany,85046,80121,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,298,298,ST,7.00,2086.00,366.54,EUR,1719.46000,0.82
.1~1740,1740,ZZ,03,14,03/14,/Date(1708646400000)/,11,54,497,1,02,Baden-Wurttemberg,South,GUNDELFINGEN,Germany,79194,80114,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,291,291,ST,7.00,2037.00,357.93,EUR,1679.07000,0.82
.1~1739,1739,ZZ,03,14,03/14,/Date(1708646400000)/,11,54,498,4,02,Saxony,North,CHEMNITZ,Germany,09111,80165,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,278,278,ST,7.00,1946.00,341.94,EUR,1604.06000,0.82
.1~1716,1716,ZZ,03,13,03/13,/Date(1708560000000)/,11,53,493,2,02,Nrth Rhine Westfalia,West,MÜNSTER,Germany,48159,80158,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,307,307,ST,7.00,2149.00,377.61,EUR,1771.39000,0.82
.1~1715,1715,ZZ,03,13,03/13,/Date(1708560000000)/,11,53,493,0,02,Nrth Rhine Westfalia,West,MÜNSTER,Germany,48159,80158,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,283,283,ST,7.00,1981.00,348.09,EUR,1632.91000,0.82
.1~1714,1714,ZZ,03,13,03/13,/Date(1708560000000)/,11,53,493,4,02,Nrth Rhine Westfalia,West,MÜNSTER,Germany,48159,80158,12,ZZ-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,258,258,ST,7.00,1806.00,317.34,EUR,1488.66000,0.82
